Date,High,Low,Open,Close,Volume,AdjClose
2019-01-02,251.2100067138672,245.9499969482422,245.97999572753906,250.17999267578125,126925200.0,238.69454956054688
2019-01-03,248.57000732421875,243.6699981689453,248.22999572753906,244.2100067138672,144140700.0,232.99862670898438
2019-01-04,253.11000061035156,247.1699981689453,247.58999633789062,252.38999938964844,142628800.0,240.80307006835938
2019-01-07,255.9499969482422,251.69000244140625,252.69000244140625,254.3800048828125,103139100.0,242.7017059326172
2019-01-08,257.30999755859375,254.0,256.82000732421875,256.7699890136719,102512600.0,244.98199462890625
2019-01-09,258.9100036621094,256.19000244140625,257.55999755859375,257.9700012207031,95006600.0,246.12692260742188
2019-01-10,259.1600036621094,255.5,256.260009765625,258.8800048828125,96823900.0,246.99513244628906
2019-01-11,259.010009765625,257.0299987792969,257.67999267578125,258.9800109863281,73858100.0,247.0905303955078
2019-01-14,258.29998779296875,256.4100036621094,256.8599853515625,257.3999938964844,70908200.0,245.58306884765625
2019-01-15,260.70001220703125,257.80999755859375,257.82000732421875,260.3500061035156,85208300.0,248.39761352539062
2019-01-16,261.9700012207031,260.6000061035156,260.8299865722656,260.9800109863281,77636700.0,248.9987030029297
2019-01-17,263.9200134277344,259.9599914550781,260.010009765625,262.9599914550781,96118400.0,250.88783264160156
2019-01-18,266.9800109863281,263.0,264.9800109863281,266.4599914550781,127900300.0,254.22715759277344
2019-01-22,265.05999755859375,261.05999755859375,264.82000732421875,262.8599853515625,115531200.0,250.79238891601562
2019-01-23,264.7900085449219,260.6600036621094,264.010009765625,263.4100036621094,86030300.0,251.317138671875
2019-01-24,264.20001220703125,262.0799865722656,263.2099914550781,263.54998779296875,59204100.0,251.45071411132812
2019-01-25,266.70001220703125,263.6600036621094,265.6099853515625,265.7799987792969,96883400.0,253.578369140625
2019-01-28,263.8299865722656,261.7900085449219,263.3900146484375,263.760009765625,85613700.0,251.65115356445312
2019-01-29,264.54998779296875,262.4800109863281,263.9200134277344,263.4100036621094,66136300.0,251.317138671875
2019-01-30,268.5199890136719,264.25,265.1000061035156,267.5799865722656,92473700.0,255.2957000732422
2019-01-31,270.4700012207031,267.2699890136719,267.510009765625,269.92999267578125,104012100.0,257.5378112792969
2019-02-01,271.20001220703125,269.17999267578125,270.1499938964844,270.05999755859375,85782500.0,257.661865234375
2019-02-04,272.0299987792969,269.3599853515625,270.1099853515625,271.9599914550781,60744800.0,259.4745788574219
2019-02-05,273.44000244140625,271.8800048828125,272.44000244140625,273.1000061035156,79552800.0,260.5622863769531
2019-02-06,273.3399963378906,271.9200134277344,272.7900085449219,272.739990234375,58347800.0,260.2188415527344
2019-02-07,271.54998779296875,268.2900085449219,270.94000244140625,270.1400146484375,95482000.0,257.7381591796875
2019-02-08,270.5799865722656,267.8299865722656,268.75,270.4700012207031,75788900.0,258.0530700683594
2019-02-11,271.489990234375,270.0299987792969,271.20001220703125,270.6199951171875,68021400.0,258.1961364746094
2019-02-12,274.5199890136719,272.3399963378906,272.4200134277344,274.1000061035156,72270200.0,261.51641845703125
2019-02-13,275.92999267578125,274.55999755859375,275.0299987792969,274.989990234375,65277200.0,262.3655700683594
2019-02-14,275.6400146484375,272.8699951171875,273.7799987792969,274.3800048828125,83234400.0,261.78350830078125
2019-02-15,277.4100036621094,276.1300048828125,276.3599853515625,277.3699951171875,97088700.0,264.63629150390625
2019-02-19,278.5799865722656,276.4700012207031,276.4800109863281,277.8500061035156,59120800.0,265.0942077636719
2019-02-20,278.9200134277344,277.25,277.80999755859375,278.4100036621094,76610800.0,265.6285705566406
2019-02-21,278.1000061035156,276.3500061035156,277.70001220703125,277.4200134277344,64214700.0,264.6839904785156
2019-02-22,279.3599853515625,277.3999938964844,278.1099853515625,279.1400146484375,78114600.0,266.3250732421875
2019-02-25,281.30999755859375,279.42999267578125,280.7300109863281,279.5199890136719,69030700.0,266.68756103515625
2019-02-26,280.29998779296875,278.8999938964844,279.1300048828125,279.32000732421875,56844100.0,266.49676513671875
2019-02-27,279.5899963378906,277.4800109863281,278.5199890136719,279.20001220703125,56921600.0,266.3822021484375
